url;status;redirects;final_url;time_ms;indexable;title;h1;canonical;meta_robots;x_robots_tag;content_type;size_bytes;issues;error
https://www.smart-copy.ai/;200;0;https://www.smart-copy.ai/;33;tak;AI Text Generator | AI Content Writing Tool - Smart-Copy.ai;Artificial Intelligence for Writing Content;https://www.smart-copy.ai/;;;text/html;96936;;
https://www.smart-copy.ai/ai-copywriter;200;0;https://www.smart-copy.ai/ai-copywriter;34;tak;AI Copywriter | AI Writer for Sales Copy - Smart-Copy.ai;AI Copywriter 12x Cheaper Than Human;https://www.smart-copy.ai/ai-copywriter;;;text/html;70108;;
https://www.smart-copy.ai/ai-product-description-generator;200;0;https://www.smart-copy.ai/ai-product-description-generator;33;tak;AI Product Description Generator | AI for E-commerce - Smart-Copy.ai;AI Product Description Generator;https://www.smart-copy.ai/ai-product-description-generator;;;text/html;71321;tytuł >65 zn.;
https://www.smart-copy.ai/ai-seo-content-writer;200;0;https://www.smart-copy.ai/ai-seo-content-writer;33;tak;AI SEO Writer | SEO Content Generator Tool - Smart-Copy.ai;SEO Content Written by Artificial Intelligence;https://www.smart-copy.ai/ai-seo-content-writer;;;text/html;83164;;
https://www.smart-copy.ai/blog;200;0;https://www.smart-copy.ai/blog;33;tak;Blog - Smart-Copy.AI | Articles on Copywriting and AI;Smart-Copy.AI Blog;https://www.smart-copy.ai/blog;;;text/html;88947;;
https://www.smart-copy.ai/blog/ai-writing-tools-what-you-need-to-know-in-2026;200;0;https://www.smart-copy.ai/blog/ai-writing-tools-what-you-need-to-know-in-2026;35;tak;AI Writing Tools 2026 — How They Work, What They Can Do, and Their Limits [Complete Guide];AI Writing Tools — What You Need to Know in 2026;https://www.smart-copy.ai/blog/ai-writing-tools-what-you-need-to-know-in-2026;;;text/html;58916;tytuł >65 zn.;
https://www.smart-copy.ai/blog/bulk-content-generation-how-to-order-10-50-100-articles-at-once;200;0;https://www.smart-copy.ai/blog/bulk-content-generation-how-to-order-10-50-100-articles-at-once;36;tak;Bulk Content Generation | 10-100 Articles at Once | Smart-Copy.ai;Bulk Content Generation — How to Order 10, 50, 100 Articles at Once;https://www.smart-copy.ai/blog/bulk-content-generation-how-to-order-10-50-100-articles-at-once;;;text/html;55263;;
https://www.smart-copy.ai/blog/case-study-expert-article-in-3-minutes-for-7-full-process-documentation-in-smart-copy-ai;200;0;https://www.smart-copy.ai/blog/case-study-expert-article-in-3-minutes-for-7-full-process-documentation-in-smart-copy-ai;33;tak;Smart-Copy.ai Case Study: Expert Article in 3 Minutes for $7;Case Study: Expert Article in 3 Minutes for $7 — Full Process Documentation in Smart-Copy.ai;https://www.smart-copy.ai/blog/case-study-expert-article-in-3-minutes-for-7-full-process-documentation-in-smart-copy-ai;;;text/html;54369;;
https://www.smart-copy.ai/blog/content-generation-in-8-languages-native-guidelines-any-target-language;200;0;https://www.smart-copy.ai/blog/content-generation-in-8-languages-native-guidelines-any-target-language;34;tak;Content Generation in 8 Languages | Multilingual AI | Artificial Intelligence;Content Generation in 8 Languages — Native Guidelines, Any Target Language;https://www.smart-copy.ai/blog/content-generation-in-8-languages-native-guidelines-any-target-language;;;text/html;53240;tytuł >65 zn.;
https://www.smart-copy.ai/blog/content-marketing-for-small-businesses-how-to-create-content-without-a-copywriter-budget;200;0;https://www.smart-copy.ai/blog/content-marketing-for-small-businesses-how-to-create-content-without-a-copywriter-budget;32;tak;Content Marketing for Small Businesses — 4 Articles/Month for $14 with AI [2026 Guide];Content Marketing for Small Businesses — How to Create Content Without a Copywriter Budget;https://www.smart-copy.ai/blog/content-marketing-for-small-businesses-how-to-create-content-without-a-copywriter-budget;;;text/html;54017;tytuł >65 zn.;
